Date,Ticker,ValueZ,MomentumZ,QualityZ,ForwardReturn_1m
2023-01-31,STK01,0.27626589002131874,-1.1554132948246822,-0.42663120940993826,-0.0979140775127502
2023-01-31,STK02,-1.854628078806505,3.3451573949029427,0.8079402278312136,-0.004432636242287609
2023-01-31,STK03,0.6239011113263563,0.12672721124555006,0.05727976180829884,0.04790180129166858
2023-01-31,STK04,1.1453112895720903,-0.6941788964412238,-1.0401715743881583,-0.015282841367250426
2023-01-31,STK05,1.0371904682278827,0.5576744308965906,0.9341480856960672,0.0536368371943408
2023-01-31,STK06,1.8866389297816077,0.09914659997752008,-0.1200345417140056,0.0057350893185068854
2023-01-31,STK07,-0.11169829012876616,0.6379261742387575,2.2070163090923742,0.11861503011599535
2023-01-31,STK08,-0.36210133839904846,0.7031106810281837,-3.3999307792224305,-0.011657843306657192
2023-01-31,STK09,0.14867504504524393,-0.9160931537827953,1.2335288961512878,-0.038459026427753534
2023-01-31,STK10,-0.4377831525146323,-0.7860142280432331,-0.5878808389101897,-0.000755951393476196
2023-01-31,STK11,2.1712569975066427,1.1191817964379116,-0.9769369208783253,-0.023536571612848407
2023-01-31,STK12,1.1523102506236542,-0.9833961091195702,0.46807029983263265,-0.013985173778790121
2023-01-31,STK13,-1.818812339302829,0.24452002099567186,2.8711269241232396,-0.027102201229016756
2023-01-31,STK14,-0.13804934084964166,-0.5814097384487584,-1.208085683805862,-0.051453535550471816
2023-01-31,STK15,0.5398396138576749,0.42956390227616237,1.003603180153984,0.05150795682247962
2023-01-31,STK16,-1.7752822871082987,0.7984019883508374,1.130726446440085,0.000387803285685031
2023-01-31,STK17,1.3148765358803693,-0.6100700486677683,0.5600396921921065,0.011524917844321633
2023-01-31,STK18,-0.47344804707405347,1.1854042071277622,-0.6183973006640832,-0.0747201853210259
2023-01-31,STK19,-1.0922299007271854,-0.7108340054617888,-0.22479871919341382,0.05579094010746155
2023-01-31,STK20,-0.25002744173775115,-0.7811289305222626,2.215901450653069,-0.08795011647367755
2023-01-31,STK21,-0.9822943035823575,-0.2303729780185615,-0.15425836280788852,-0.013508050156514337
2023-01-31,STK22,1.031269092479093,0.12019508285801855,0.2876072358045938,0.005058123607693095
2023-01-31,STK23,0.4913337755142121,-0.7884698354061802,0.5793610314187767,-0.07746835546171969
2023-01-31,STK24,-0.4466466042028524,-2.9601226191027004,0.9332502376921804,0.06408208022904464
2023-01-31,STK25,-0.8063600819061357,-0.7955811160214592,1.669618283643646,-0.031439447480510835
2023-01-31,STK26,0.1312677583434561,0.2845822497822942,1.717239499026645,-0.022344188389742253
2023-01-31,STK27,-1.2125602383837053,0.5225372819676067,-0.2536505059057253,0.0063669104002857125
2023-01-31,STK28,0.1599908534911095,0.0835544439064642,-1.1630485919814797,0.03480733646157573
2023-01-31,STK29,-0.7552230356349968,2.7207955895573415,0.5344514601052733,0.03148542211110112
2023-01-31,STK30,0.3498959924220536,0.6110078825786414,-1.4090308592399106,-0.03658489416295213
2023-01-31,STK31,0.9775417643220472,-0.8359439954056626,-1.0597699348838763,0.004630362613376274
2023-01-31,STK32,-0.13858524983596474,-0.0036960408325081625,-0.4461224938661423,-0.0050636010346541555
2023-01-31,STK33,0.10385630514150096,0.3930946801597674,-1.1624490113399844,0.042025261307133965
2023-01-31,STK34,0.30059103606272697,0.6844950841741272,-0.6219922957338659,0.054762021879044415
2023-01-31,STK35,0.9682052956069863,0.7752016829723937,0.6093312586082912,0.006490217614049942
2023-01-31,STK36,0.8696238420501186,0.5560028861106198,0.6152196187575485,0.018228999856374682
2023-01-31,STK37,0.5677830887425008,-0.5409799000156229,0.5042980295800128,0.04333845272172513
2023-01-31,STK38,0.4652823435060517,1.5244172475802602,-0.6757025940511472,0.004292767043431919
2023-01-31,STK39,-1.1653730831784992,1.2083851305185886,1.3135161645678233,0.012700597823694395
2023-01-31,STK40,-2.0359947910720697,0.05127728438005245,0.9033747045791516,0.05293884661781364
2023-02-28,STK01,0.14690664346060084,1.6049601369285185,1.877605240540157,-0.04773499977577232
2023-02-28,STK02,0.29255850299188496,1.0988618636473197,-0.5445967820993783,-0.055032449594073524
2023-02-28,STK03,-0.6310506105687631,-1.6031748601146636,0.37619152517293686,-0.0955990673113465
2023-02-28,STK04,-0.40904686253948114,-0.8210627496526008,-0.7111774402111259,-0.007751833195263789
2023-02-28,STK05,0.0373772810382458,0.558885749282341,1.9510404754804005,-0.007771364329771335
2023-02-28,STK06,0.9338698472707101,1.8188760190385167,-0.7589918122955962,-0.05483960051080822
2023-02-28,STK07,-1.3786018766780779,-1.5309625831720617,0.22927152942061838,0.019068866889237215
2023-02-28,STK08,-0.32798065937148574,0.0874888844617481,1.406833878183331,-0.0422368003840044
2023-02-28,STK09,0.3918058988352957,1.3379512694194544,-1.0694127804019238,-0.07071061955973965
2023-02-28,STK10,0.7483217546486982,1.1303927029088987,-1.2194364920039837,-0.05399782170246947
2023-02-28,STK11,0.16053549153059407,-1.4417976640670824,0.6351587783797419,-0.050404324696244986
2023-02-28,STK12,-0.6120927983419644,-0.6868051142909952,-0.6398994627866188,0.008201626674798517
2023-02-28,STK13,0.6884955973774226,0.4661326830051703,1.6000595222957674,-0.031814971142559975
2023-02-28,STK14,0.18208522226494936,-0.551805411851221,-0.7305321149759159,0.012099159485476695
2023-02-28,STK15,0.46805817432450647,0.6225109097568864,-1.0096183830727705,-0.0037356497348507685
2023-02-28,STK16,-0.715711262730628,-0.027146171555328596,-1.0025863345004817,0.057947644063619616
2023-02-28,STK17,0.2234877038690272,1.242399803997384,0.06818369742063987,-0.0008741165897243504
2023-02-28,STK18,-0.22955393749927486,-1.6538896359921167,-2.094580202925539,-0.04297567022844628
2023-02-28,STK19,-0.4099223721896966,-0.3384101510800848,0.2040045233156102,-0.12577465169160984
2023-02-28,STK20,-1.1947302716626171,1.4056114622776394,0.38814261669711075,-0.0048571145640034265
2023-02-28,STK21,-1.2145987646270395,-1.1277683404822574,-1.7570782832574396,0.029297152505282562
2023-02-28,STK22,-1.6637347531274853,0.6467512204960617,-0.48243929674542524,-0.006756124830274917
2023-02-28,STK23,1.2883095404589229,-0.7111619613833089,-0.5077261214203341,-0.0021759081420870807
2023-02-28,STK24,-0.6252628767701284,-0.4801861467117179,1.388666488401231,0.011722836452062544
2023-02-28,STK25,1.9552754910624697,1.3079954245386614,0.060554275212737034,0.0026464958213871107
2023-02-28,STK26,-1.8947910099771677,0.95646896581436,-0.04893001504385475,0.022920569307348367
2023-02-28,STK27,-0.24863523630107548,1.024904025083864,-0.5487967785153844,-0.03570159085930344
