Date,Close,Regime
2023-01-02,100.61821928306864,Uptrend
2023-01-03,100.51395062257362,Uptrend
2023-01-04,101.30862797355417,Uptrend
2023-01-05,103.12811681032439,Uptrend
2023-01-06,102.90929513476816,Uptrend
2023-01-09,102.69095688141138,Uptrend
2023-01-10,104.60188807424909,Uptrend
2023-01-11,105.57213318580943,Uptrend
2023-01-12,105.06740109156883,Uptrend
2023-01-13,105.77191858423237,Uptrend
2023-01-16,105.27346089042565,Uptrend
2023-01-17,104.77460537498159,Uptrend
2023-01-18,105.11825705317216,Uptrend
2023-01-19,102.91695157945952,Uptrend
2023-01-20,100.97718399156047,Uptrend
2023-01-23,100.38871508002599,Uptrend
2023-01-24,99.29511031526458,Uptrend
2023-01-25,99.70247593443463,Uptrend
2023-01-26,98.7336122045623,Uptrend
2023-01-27,97.21668676855191,Uptrend
2023-01-30,98.89831673580314,Uptrend
2023-01-31,98.6978446081942,Uptrend
2023-02-01,98.82590419937787,Uptrend
2023-02-02,97.29383097752849,Uptrend
2023-02-03,96.746467304464,Uptrend
2023-02-06,96.91967221438729,Uptrend
2023-02-07,95.71379398758098,Uptrend
2023-02-08,96.17345589597143,Uptrend
2023-02-09,95.5714125240909,Uptrend
2023-02-10,95.30642235490275,Uptrend
2023-02-13,94.70865974714224,Uptrend
2023-02-14,96.77021521083878,Uptrend
2023-02-15,96.80679238332216,Uptrend
2023-02-16,95.70349314975805,Uptrend
2023-02-17,96.65157813231828,Uptrend
2023-02-20,95.3734674138607,Uptrend
2023-02-21,95.6503794895941,Uptrend
2023-02-22,93.59809635334169,Uptrend
2023-02-23,92.2480166860628,Uptrend
2023-02-24,92.50326418021727,Uptrend
2023-02-27,93.33062616110828,Uptrend
2023-02-28,93.56182003958409,Uptrend
2023-03-01,93.48883513325848,Uptrend
2023-03-02,93.21967235770612,Uptrend
2023-03-03,91.71856982678426,Uptrend
2023-03-06,91.02130057012526,Uptrend
2023-03-07,90.59521082467467,Uptrend
2023-03-08,91.73637208161092,Uptrend
2023-03-09,92.14340931468966,Uptrend
2023-03-10,90.36762894422183,Uptrend
2023-03-13,90.74849015095819,Uptrend
2023-03-14,90.40109365667504,Uptrend
2023-03-15,89.7575138520923,Uptrend
2023-03-16,90.4302154477454,Uptrend
2023-03-17,91.54217923831708,Uptrend
2023-03-20,92.56309477923726,Uptrend
2023-03-21,91.73515154585071,Uptrend
2023-03-22,91.46262797583728,Uptrend
2023-03-23,91.85558156285427,Uptrend
2023-03-24,92.92662213606434,Uptrend
2023-03-27,92.47217603655731,Uptrend
2023-03-28,92.32671877405939,Uptrend
2023-03-29,91.22416873630259,Uptrend
2023-03-30,90.04298021118802,Uptrend
2023-03-31,90.92465926591107,Uptrend
2023-04-03,92.38277211185722,Uptrend
2023-04-04,92.35639453205675,Uptrend
2023-04-05,93.46293050339806,Uptrend
2023-04-06,93.89680987050306,Uptrend
2023-04-07,93.26196804042793,Uptrend
2023-04-10,93.69465906573824,Uptrend
2023-04-11,95.39363289119335,Uptrend
2023-04-12,95.40553144008942,Uptrend
2023-04-13,97.16483849582053,Uptrend
2023-04-14,94.3710863152024,Uptrend
2023-04-17,95.30527760570097,Uptrend
2023-04-18,95.45005833693955,Uptrend
2023-04-19,95.17751139612072,Uptrend
2023-04-20,95.32719298684798,Uptrend
2023-04-21,93.25233981958516,Uptrend
2023-04-24,93.06975422217187,Uptrend
2023-04-25,93.49701267061401,Uptrend
2023-04-26,95.12750802746348,Uptrend
2023-04-27,94.62034363320986,Uptrend
2023-04-28,93.8066734064368,Uptrend
2023-05-01,93.32402345445976,Uptrend
2023-05-02,94.34782297060553,Uptrend
2023-05-03,94.7504731060033,Uptrend
2023-05-04,94.23304096692127,Uptrend
2023-05-05,94.83340603030356,Uptrend
2023-05-08,94.98827280269106,Uptrend
2023-05-09,96.0883224457944,Uptrend
2023-05-10,95.37707184672335,Uptrend
2023-05-11,95.07383739026105,Uptrend
2023-05-12,94.70233808107756,Uptrend
2023-05-15,93.19321717314375,Uptrend
2023-05-16,93.55631763787726,Uptrend
2023-05-17,93.8834973387952,Uptrend
2023-05-18,93.93880476282617,Uptrend
2023-05-19,93.7390203215047,Uptrend
2023-05-22,92.29562107754087,Uptrend
2023-05-23,91.90523399099425,Uptrend
2023-05-24,91.59740264589405,Uptrend
2023-05-25,90.81612873805653,Uptrend
2023-05-26,90.69833896227846,Uptrend
2023-05-29,91.16321777650106,Uptrend
2023-05-30,93.18341843343207,Uptrend
2023-05-31,93.41764731198352,Uptrend
2023-06-01,93.7406165851122,Uptrend
2023-06-02,93.71126303076848,Uptrend
2023-06-05,91.74312176341176,Uptrend
2023-06-06,91.76425385722068,Uptrend
2023-06-07,91.8757140088841,Uptrend
2023-06-08,94.52820178992144,Uptrend
2023-06-09,94.37233848402406,Uptrend
2023-06-12,94.74586326419681,Uptrend
2023-06-13,94.75887825166203,Uptrend
2023-06-14,93.56112167361998,Uptrend
2023-06-15,94.83175063773108,Uptrend
2023-06-16,95.6945499082377,Uptrend
2023-06-19,96.60801981686096,Uptrend
2023-06-20,95.66774765224385,Uptrend
2023-06-21,97.25324711355684,Uptrend
2023-06-22,95.77041594777705,Uptrend
2023-06-23,96.46103197558,Uptrend
2023-06-26,98.93939565998411,Uptrend
2023-06-27,97.88632180715695,Uptrend
2023-06-28,97.3114406531601,Uptrend
2023-06-29,97.47319880413977,Uptrend
2023-06-30,96.96979431833569,Uptrend
2023-07-03,95.33029137735375,Uptrend
2023-07-04,95.45510158393708,Uptrend
2023-07-05,94.36229320186798,Uptrend
2023-07-06,94.92076991366679,Uptrend
2023-07-07,93.98622267263345,Uptrend
2023-07-10,95.70339380758179,Uptrend
2023-07-11,94.90756858089294,Uptrend
2023-07-12,94.6118349774394,Uptrend
2023-07-13,95.53932513764205,Uptrend
2023-07-14,94.26521137207199,Uptrend
2023-07-17,94.55884251006106,Uptrend
2023-07-18,96.02176368565944,Uptrend
2023-07-19,94.33749047138305,Uptrend
2023-07-20,94.58540473385392,Uptrend
2023-07-21,94.9149214291233,Uptrend
2023-07-24,95.81094404447056,Uptrend
2023-07-25,94.52668414885663,Uptrend
2023-07-26,93.17137583920857,Uptrend
2023-07-27,93.77419970942798,Uptrend
2023-07-28,94.1404865024499,Uptrend
2023-07-31,94.45839548574523,Uptrend
2023-08-01,94.8805549287768,Uptrend
2023-08-02,94.20177090209947,Uptrend
2023-08-03,94.5003409622632,Uptrend
2023-08-04,94.8652557670131,Uptrend
2023-08-07,94.14992825661562,Uptrend
2023-08-08,96.21404451239422,Uptrend
2023-08-09,96.78374460593106,Uptrend
2023-08-10,95.53588088362254,Uptrend
2023-08-11,96.3008806405159,Uptrend
2023-08-14,95.2930199050895,Uptrend
2023-08-15,96.19835112907263,Uptrend
2023-08-16,97.52223554736206,Uptrend
2023-08-17,96.67024960268046,Uptrend
2023-08-18,97.78393594336691,Uptrend
2023-08-21,98.29486203114061,Uptrend
2023-08-22,99.26807272860822,Uptrend
2023-08-23,101.48008366284647,Uptrend
2023-08-24,101.25185955974894,Uptrend
2023-08-25,100.44350794506042,Uptrend
2023-08-28,99.48832158378609,Uptrend
2023-08-29,98.62460750688697,Uptrend
2023-08-30,98.59075560570423,Uptrend
2023-08-31,99.0254366361564,Uptrend
2023-09-01,99.38936182051957,Uptrend
2023-09-04,100.37923998322633,Uptrend
2023-09-05,100.44735835222451,Uptrend
2023-09-06,102.17083573366894,Uptrend
2023-09-07,101.91878782639412,Uptrend
2023-09-08,105.16715849069143,Uptrend
2023-09-11,105.97216053762946,Uptrend
2023-09-12,105.00291612990898,Uptrend
2023-09-13,103.79069210319759,Uptrend
2023-09-14,104.41548316226846,Uptrend
2023-09-15,104.20656103963498,Uptrend
2023-09-18,105.10943549022994,Uptrend
2023-09-19,105.73109305102169,Uptrend
2023-09-20,105.69992284780852,Uptrend
2023-09-21,104.74547681417123,Uptrend
2023-09-22,103.01633588614496,Uptrend
2023-09-25,102.55051692470961,Uptrend
2023-09-26,103.60619518962288,Uptrend
2023-09-27,103.9131728942341,Uptrend
2023-09-28,102.5100945118921,Uptrend
2023-09-29,102.76613948019539,Uptrend
2023-10-02,103.27093350131406,Uptrend
2023-10-03,102.29542066214117,Uptrend
2023-10-04,102.52830834107286,Uptrend
2023-10-05,102.65048996287616,Uptrend
2023-10-06,101.38253158573778,Uptrend
2023-10-09,101.84873106157995,Uptrend
2023-10-10,102.55285609855105,Uptrend
2023-10-11,103.87517460335607,Uptrend
2023-10-12,105.17965400152352,Uptrend
2023-10-13,103.60437189080722,Uptrend
2023-10-16,102.5629282787425,Uptrend
2023-10-17,103.21843264566917,Uptrend
2023-10-18,103.87665498050377,Uptrend
2023-10-19,104.54057041239639,Uptrend
2023-10-20,109.26674022914383,Uptrend
2023-10-23,110.03475750397847,Uptrend
2023-10-24,111.51993338047897,Uptrend
2023-10-25,112.7927050273505,Uptrend
2023-10-26,113.68923304983785,Uptrend
2023-10-27,113.34370452893542,Uptrend
2023-10-30,114.38405498494737,Uptrend
2023-10-31,113.44630347759266,Uptrend
2023-11-01,113.20216710761973,Uptrend
2023-11-02,112.64066055557471,Uptrend
2023-11-03,112.80515908183672,Uptrend
2023-11-06,115.86651411410409,Uptrend
2023-11-07,113.49933108126619,Uptrend
2023-11-08,114.44671630097294,Uptrend
2023-11-09,112.43258843285699,Uptrend
2023-11-10,111.89193910482369,Uptrend
2023-11-13,113.34225740634311,Uptrend
2023-11-14,113.48513815134277,Uptrend
2023-11-15,112.16627428630636,Uptrend
2023-11-16,111.31928713772564,Uptrend
2023-11-17,112.23999592046786,Uptrend
2023-11-20,111.37342816077702,Uptrend
2023-11-21,111.70641496606025,Uptrend
2023-11-22,111.82350981830645,Uptrend
2023-11-23,111.05930324752417,Uptrend
2023-11-24,113.85267811859467,Uptrend
2023-11-27,114.73489816907305,Uptrend
2023-11-28,112.18981659396677,Uptrend
2023-11-29,112.48696782295336,Uptrend
2023-11-30,111.70532447431698,Uptrend
2023-12-01,112.85017008446147,Uptrend
2023-12-04,111.90000078339637,Uptrend
2023-12-05,111.81386685710045,Uptrend
2023-12-06,112.51567616713537,Uptrend
2023-12-07,113.68599852990621,Uptrend
2023-12-08,112.20876613812776,Uptrend
2023-12-11,111.84334473768624,Uptrend
2023-12-12,111.3017257158022,Uptrend
2023-12-13,110.53891804507795,Uptrend
2023-12-14,112.8339174274626,Uptrend
2023-12-15,113.41345030258319,Uptrend
2023-12-18,111.86288338952389,Uptrend
2023-12-19,113.09321548195912,Uptrend
2023-12-20,116.457533021488,Choppy/Sideways
2023-12-21,118.12451440496771,Choppy/Sideways
2023-12-22,115.65212404894784,Choppy/Sideways
2023-12-25,114.86756654251454,Choppy/Sideways
2023-12-26,116.89096484882845,Choppy/Sideways
2023-12-27,115.73905916287612,Choppy/Sideways
2023-12-28,116.44195338289165,Choppy/Sideways
2023-12-29,117.68743825490944,Choppy/Sideways
2024-01-01,116.17413173255605,Choppy/Sideways
2024-01-02,116.06718744133877,Choppy/Sideways
2024-01-03,110.95818855789314,Choppy/Sideways
2024-01-04,109.38357489691367,Choppy/Sideways
2024-01-05,108.99090554130977,Choppy/Sideways
2024-01-08,107.11207992024593,Choppy/Sideways
2024-01-09,109.55238367465262,Choppy/Sideways
2024-01-10,107.39212939895314,Choppy/Sideways
2024-01-11,106.72894767886122,Choppy/Sideways
2024-01-12,106.91223706602597,Choppy/Sideways
2024-01-15,109.05871665759109,Choppy/Sideways
2024-01-16,106.89972135108894,Choppy/Sideways
2024-01-17,108.62646975689121,Choppy/Sideways
2024-01-18,108.63144334991028,Choppy/Sideways
2024-01-19,107.1535053839889,Choppy/Sideways
2024-01-22,107.83157903871096,Choppy/Sideways
2024-01-23,108.11908222575704,Choppy/Sideways
2024-01-24,107.21315729939411,Choppy/Sideways
2024-01-25,107.3066165037796,Choppy/Sideways
2024-01-26,106.7248828607856,Choppy/Sideways
2024-01-29,106.88265023577752,Choppy/Sideways
2024-01-30,107.85758965940988,Choppy/Sideways
2024-01-31,110.24397210124646,Choppy/Sideways
2024-02-01,108.35851316852171,Choppy/Sideways
2024-02-02,111.59880345042066,Choppy/Sideways
2024-02-05,108.60971957797379,Choppy/Sideways
2024-02-06,108.37108684786631,Choppy/Sideways
2024-02-07,109.24779003873705,Choppy/Sideways
2024-02-08,109.66351847799882,Choppy/Sideways
2024-02-09,108.7107753936337,Choppy/Sideways
2024-02-12,108.3872631890589,Choppy/Sideways
2024-02-13,107.6389102041054,Choppy/Sideways
2024-02-14,106.75306267050499,Choppy/Sideways
2024-02-15,108.00707004898788,Choppy/Sideways
2024-02-16,108.53236530267479,Choppy/Sideways
2024-02-19,107.48481374560953,Choppy/Sideways
2024-02-20,108.82279450149296,Choppy/Sideways
2024-02-21,109.27673959776921,Choppy/Sideways
2024-02-22,110.50411260528145,Choppy/Sideways
2024-02-23,111.46186809464145,Choppy/Sideways
2024-02-26,110.17805285886617,Choppy/Sideways
2024-02-27,109.31551220266192,Choppy/Sideways
2024-02-28,110.44291624825925,Choppy/Sideways
2024-02-29,111.37041274504777,Choppy/Sideways
2024-03-01,111.32746539177168,Choppy/Sideways
2024-03-04,111.49792376744387,Choppy/Sideways
2024-03-05,113.47887646478645,Choppy/Sideways
2024-03-06,112.54152544188628,Choppy/Sideways
2024-03-07,113.38717547561137,Choppy/Sideways
2024-03-08,113.05903719486432,Choppy/Sideways
2024-03-11,112.70765311146579,Choppy/Sideways
2024-03-12,114.42606681538042,Choppy/Sideways
2024-03-13,115.73140977649925,Choppy/Sideways
2024-03-14,117.03233047482827,Choppy/Sideways
2024-03-15,119.15753359899497,Choppy/Sideways
2024-03-18,119.18077803591059,Choppy/Sideways
2024-03-19,120.30093938364877,Choppy/Sideways
2024-03-20,119.77326615382749,Choppy/Sideways
2024-03-21,120.30100757031806,Choppy/Sideways
2024-03-22,120.07269529385003,Choppy/Sideways
2024-03-25,120.22266432636354,Choppy/Sideways
2024-03-26,121.206733472537,Choppy/Sideways
2024-03-27,119.82856834518459,Choppy/Sideways
2024-03-28,123.34235395537253,Choppy/Sideways
2024-03-29,121.62295572099448,Choppy/Sideways
2024-04-01,119.58203582067007,Choppy/Sideways
2024-04-02,121.50513246600424,Choppy/Sideways
2024-04-03,122.83375875178913,Choppy/Sideways
2024-04-04,123.88891808721458,Choppy/Sideways
2024-04-05,124.96045918414121,Choppy/Sideways
2024-04-08,124.92725459666427,Choppy/Sideways
2024-04-09,123.37158236180831,Choppy/Sideways
2024-04-10,123.4893993093087,Choppy/Sideways
2024-04-11,122.32417659625484,Choppy/Sideways
2024-04-12,123.97656593950842,Choppy/Sideways
2024-04-15,123.71227517441089,Choppy/Sideways
2024-04-16,122.29328807283632,Choppy/Sideways
2024-04-17,121.73811504377903,Choppy/Sideways
2024-04-18,122.42502475453607,Choppy/Sideways
2024-04-19,121.460642477977,Choppy/Sideways
2024-04-22,120.07293438826662,Choppy/Sideways
2024-04-23,120.46755942410984,Choppy/Sideways
2024-04-24,120.8656243723459,Choppy/Sideways
2024-04-25,120.0079250069994,Choppy/Sideways
2024-04-26,119.21561844433518,Choppy/Sideways
2024-04-29,119.58813744680111,Choppy/Sideways
2024-04-30,117.20084148308992,Choppy/Sideways
2024-05-01,114.92588137439753,Choppy/Sideways
2024-05-02,113.77634984829446,Choppy/Sideways
2024-05-03,113.42939204309728,Choppy/Sideways
2024-05-06,113.90824876091204,Choppy/Sideways
